CURVE,X,Y
249,136,67
249,137,67.3
249,138,67.9
249,139,68.1
249,141,68.7
249,142,69.3
249,143,69.5
249,145,70.1
249,146,70.6
249,147,70.8
249,149,71.4
249,150,71.8
249,151,72.1
249,152,72.2
249,153,72.5
249,154,73
249,155,73.1
249,156,73.4
249,157,73.6
249,158,74.1
249,159,74.2
249,160,74.4
249,161,74.7
249,162,75.1
249,165,75.7
249,166,76
249,167,76.2
249,168,76.3
249,170,76.9
249,171,77.1
249,172,77.4
249,173,77.5
249,174,77.9
249,176,78.1
249,177,78.3
249,179,78.9
249,180,78.9
249,181,79
249,183,79.6
249,184,79.6
249,187,80.2
249,188,80.2
249,189,80.4
249,190,80.7
249,191,80.7
249,192,80.9
249,193,80.9
249,194,81.3
249,195,81.3
249,196,81.5
249,197,81.5
249,199,81.9
249,203,82.3
249,204,82.5
249,205,82.4
249,206,82.6
249,207,82.7
249,208,82.7
249,209,82.9
249,210,82.9
249,211,83.1
249,212,83.2
249,213,83.1
249,214,83.4
249,216,83.4
249,219,83.7
249,220,83.7
249,221,83.6
249,222,83.8
249,223,83.9
249,226,83.9
249,227,84
249,228,84
249,229,84.1
249,230,84.1
249,231,84.2
249,232,84.1
249,233,84.2
249,234,84.2
249,235,84.3
249,236,84.3
249,237,84.4
249,238,84.4
249,239,84.5
218,0,0
218,1,0
218,2,0.2
218,4,0.8
218,5,1.2
218,6,2.4
218,7,3
218,8,3.8
218,9,4.7
218,10,6.6
218,11,7.7
218,13,10.1
218,14,12.8
218,15,14.2
218,16,15.7
218,17,17.3
218,18,20.6
218,19,22.3
218,20,24.1
218,21,26
218,22,29.8
218,24,33.8
218,25,35.9
218,26,40.1
218,27,42.2
218,29,46.6
218,30,51.1
218,32,55.7
218,33,58.1
218,34,62.8
218,37,70
218,38,74.9
218,41,82.4
218,42,87.4
218,45,94.9
218,46,99.9
218,49,107.4
218,50,112.4
218,53,119.9
218,54,124.8
218,55,127.3
218,57,132.1
218,58,137
218,60,141.8
218,61,144.1
218,62,148.8
218,65,155.7
218,66,160.2
218,67,162.5
218,69,166.9
218,70,171.2
218,71,173.4
218,73,177.6
218,74,181.7
218,77,187.7
218,78,191.6
218,80,195.4
218,81,197.2
218,82,200.9
218,84,204.5
218,85,206.2
218,86,209.6
218,87,211.3
218,89,214.5
218,90,217.7
218,93,222.2
218,94,225.1
218,97,229.3
218,98,231.9
218,100,234.5
218,101,235.7
218,102,238.1
218,103,239.2
218,104,240.4
218,105,241.5
218,106,243.6
218,109,246.6
218,110,248.5
218,113,251.2
218,114,252.8
218,115,253.6
218,116,254.3
218,117,255.1
218,118,256.5
218,119,257.1
218,120,257.8
218,121,258.4
218,122,259.6
218,123,260.1
218,124,260.7
218,125,261.2
218,126,262.1
218,127,262.6
218,129,263.4
218,130,264.1
218,131,264.4
218,132,264.8
218,133,265.1
218,134,265.6
218,137,266.2
218,138,266.5
218,139,266.7
218,143,267.1
237,0,0
237,1,0
237,2,0.2
237,3,0.5
237,5,1.3
237,6,2.6
237,7,3.3
237,8,4.2
237,9,5.2
237,10,7.4
237,12,10
237,13,11.5
237,14,14.6
237,15,16.3
237,17,19.9
237,18,23.9
237,20,28.1
237,21,30.3
237,22,34.9
237,24,39.7
237,25,42.2
237,26,47.3
237,27,50
237,28,52.6
237,29,55.3
237,30,60.8
237,31,63.6
237,33,69.4
237,34,75.2
237,35,78.2
237,36,81.1
237,37,84.1
237,38,90.2
237,39,93.2
237,41,99.4
237,42,105.6
237,45,114.9
237,46,121.1
237,47,124.2
237,48,127.4
237,49,130.5
237,50,136.7
237,53,146
237,54,152.1
237,55,155.2
237,57,161.2
237,58,167.3
237,59,170.2
237,60,173.2
237,61,176.1
237,62,182
237,63,184.9
237,64,187.7
237,65,190.6
237,66,196.2
237,67,199
237,68,201.7
237,69,204.5
237,70,209.8
237,71,212.5
237,73,217.7
237,74,222.8
237,77,230.3
237,78,235.1
237,79,237.4
237,80,239.8
237,81,242.1
237,82,246.6
237,84,251
237,85,253.1
237,86,257.3
237,89,263.3
237,90,267.2
237,91,269.1
237,93,272.7
237,94,276.2
237,95,278
237,96,279.6
237,97,281.3
237,98,284.5
237,101,289
237,102,291.9
237,103,293.3
237,105,295.9
237,106,298.5
237,108,300.9
237,109,302
237,110,304.3
237,111,305.3
237,112,306.4
237,113,307.3
237,114,309.2
237,115,310.2
237,116,311
237,117,311.9
237,118,313.5
237,121,315.6
237,122,316.9
237,125,318.7
237,126,319.7
237,127,320.1
237,128,320.6
237,129,321
237,130,321.7
237,131,322.1
237,132,322.4
237,133,322.6
237,134,323.1
237,136,323.5
237,137,323.6
237,138,323.9
237,139,323.9
237,140,324
72,0,0
72,1,0
72,2,0.2
72,3,0.5
72,5,1.3
72,6,2.6
72,7,3.3
72,8,4.2
72,9,5.2
72,10,7.4
72,12,10
72,13,11.5
72,14,14.6
72,15,16.3
72,17,19.9
72,18,23.9
72,20,28.1
72,21,30.3
72,22,34.9
72,24,39.7
72,25,42.2
72,26,47.3
72,27,50
72,28,52.6
72,29,55.3
72,30,60.8
72,31,63.6
72,33,69.4
72,34,75.2
72,35,78.2
72,36,81.1
72,37,84.1
72,38,90.2
72,39,93.2
72,41,99.4
72,42,105.6
72,45,114.9
72,46,121.1
72,47,124.2
72,48,127.4
72,49,130.5
72,50,136.7
72,53,146
72,54,152.1
72,55,155.2
72,57,161.2
72,58,167.3
72,59,170.2
72,60,173.2
72,61,176.1
72,62,182
72,63,184.9
72,64,187.7
72,65,190.6
72,66,196.2
72,67,199
72,68,201.7
72,69,204.5
72,70,209.8
72,71,212.5
72,73,217.7
72,74,222.8
72,77,230.3
72,78,235.1
72,79,237.4
72,80,239.8
72,81,242.1
72,82,246.6
72,84,251
72,85,253.1
72,86,257.3
72,89,263.3
72,90,267.2
72,91,269.1
72,93,272.7
72,94,276.2
72,95,278
72,96,279.6
72,97,281.3
72,98,284.5
72,101,289
72,102,291.9
72,103,293.3
72,105,295.9
72,106,298.5
72,108,300.9
72,109,302
72,110,304.3
72,111,305.3
72,112,306.4
72,113,307.3
72,114,309.2
72,115,310.2
72,116,311
72,117,311.9
72,118,313.5
72,121,315.6
72,122,316.9
72,125,318.7
72,126,319.7
72,127,320.1
72,128,320.6
72,129,321
72,130,321.7
72,131,322.1
72,132,322.4
72,133,322.6
72,134,323.1
72,136,323.5
72,137,323.6
72,138,323.9
72,139,323.9
72,140,324
11,0,0
11,1,0
11,2,0.2
11,3,0.5
11,4,0.9
11,5,1.4
11,6,2.6
11,8,4.2
11,9,5.1
11,10,7.2
11,13,10.8
11,14,13.5
11,15,15
11,16,16.4
11,17,17.9
11,18,21.1
11,19,22.7
11,20,24.4
11,21,26
11,22,29.5
11,24,32.9
11,25,34.8
11,26,38.3
11,29,43.7
11,30,47.2
11,33,52.6
11,34,56.1
11,35,57.9
11,37,61.3
11,38,64.8
11,39,66.4
11,41,69.8
11,42,73
11,45,77.8
11,46,80.8
11,49,85.3
11,50,88.1
11,51,89.5
11,53,92.1
11,54,94.7
11,55,95.9
11,56,97.2
11,57,98.3
11,58,100.6
11,59,101.8
11,60,102.8
11,61,103.9
11,62,105.9
11,63,106.9
11,65,108.7
11,66,110.5
11,69,112.9
11,70,114.4
11,72,115.8
11,73,116.4
11,74,117.6
11,75,118.2
11,77,119.2
11,78,120.2
11,81,121.4
11,82,122.2
11,84,122.8
11,85,123
11,86,123.5
11,89,124.1
11,90,124.4
11,91,124.5
11,92,124.5
11,94,124.7
380,0,0
380,1,0
380,3,2
380,4,3.4
380,5,5.1
380,6,9.9
380,7,13
380,8,16.4
380,9,20.2
380,10,28.9
380,11,33.9
380,12,39.3
380,13,44.9
380,14,57.3
380,15,64
380,16,71.1
380,17,78.5
380,18,94.1
380,19,102.3
380,20,110.8
380,21,119.6
380,22,137.8
380,24,156.9
380,25,167.1
380,26,187.4
380,27,197.7
380,29,219.1
380,30,241.1
380,33,275
380,34,298.3
380,36,321.8
380,37,333.8
380,38,357.9
380,41,394.5
380,42,418.9
380,45,456
380,46,480.8
380,49,517.8
380,50,542.3
380,51,554.7
380,53,579
380,54,603.3
380,57,639.3
380,58,663
380,61,697.9
380,62,720.8
380,65,754.4
380,66,776.5
380,69,808.7
380,70,829.6
380,72,850.2
380,73,860.1
380,74,880
380,76,899.3
380,77,908.7
380,78,927.4
380,79,936.5
380,81,954.2
380,82,971.5
380,83,980
380,85,996.4
380,86,1012.4
380,87,1020.2
380,89,1035.4
380,90,1049.9
380,91,1057.1
380,93,1070.9
380,94,1084.1
380,95,1090.5
380,97,1102.9
380,98,1114.8
380,99,1120.6
380,100,1126.2
380,101,1131.6
380,102,1142.1
380,103,1147.2
380,105,1157
380,106,1166.1
380,108,1174.8
380,109,1178.9
380,110,1186.9
380,111,1190.6
380,112,1194.2
380,113,1197.7
380,114,1204.4
380,116,1210.4
380,117,1213.3
380,118,1218.7
380,120,1223.7
380,121,1225.9
380,122,1230.1
380,123,1232.1
380,124,1233.9
380,125,1235.6
380,126,1238.6
380,127,1240.1
380,128,1241.3
380,129,1242.4
380,130,1244.5
380,131,1245.3
380,132,1246
380,133,1246.6
380,134,1247.6
380,135,1248
380,136,1248.2
380,137,1248.3
363,0,0
363,1,0
363,3,2.6
363,4,4.4
363,5,6.7
363,6,13
363,7,16.9
363,8,21.3
363,9,26.2
363,10,37.6
363,11,44
363,12,50.9
363,13,58.2
363,14,74.2
363,15,82.9
363,17,101.4
363,18,121.5
363,19,132.1
363,21,154.4
363,22,177.9
363,24,202.6
363,25,215.6
363,26,241.8
363,29,282.9
363,30,311.3
363,33,355.2
363,34,385.3
363,37,431.5
363,38,462.8
363,41,510.3
363,42,542.4
363,45,590.8
363,46,623.2
363,49,671.8
363,50,704.1
363,53,752.5
363,54,784.5
363,57,832.1
363,58,863.6
363,61,910.1
363,62,940.6
363,65,985.7
363,66,1015.3
363,69,1058.6
363,70,1086.9
363,73,1128.4
363,74,1155.3
363,77,1194.6
363,78,1220
363,81,1257.1
363,82,1281
363,85,1315.6
363,86,1337.9
363,88,1359.5
363,89,1370
363,90,1390.6
363,91,1400.7
363,93,1420.2
363,94,1439.1
363,96,1457.4
363,97,1466.2
363,98,1483.4
363,99,1491.8
363,101,1507.9
363,102,1523.4
363,103,1530.9
363,105,1545.4
363,106,1559.2
363,108,1572.3
363,109,1578.6
363,110,1590.7
363,111,1596.6
363,113,1607.7
363,114,1618.2
363,116,1628.1
363,117,1632.7
363,118,1641.6
363,119,1645.9
363,121,1653.8
363,122,1661.2
363,124,1667.9
363,125,1671.1
363,126,1677
363,127,1679.7
363,128,1682.3
363,129,1684.7
363,130,1689.1
363,131,1691.1
363,132,1693
363,133,1694.7
363,134,1697.8
363,135,1699.1
363,136,1700.3
363,137,1701.4
363,138,1703.1
363,139,1703.8
363,140,1704.4
363,141,1704.8
363,142,1705.3
363,143,1705.4
361,0,0
361,1,0
361,3,2
361,4,3.4
361,5,5.2
361,6,10
361,7,13
361,8,16.4
361,9,20.2
361,10,29
361,11,33.9
361,12,39.2
361,13,44.8
361,14,57.1
361,15,63.8
361,17,78.1
361,18,93.5
361,19,101.7
361,21,118.9
361,22,137
361,24,156
361,25,166
361,26,186.2
361,28,207.1
361,29,217.8
361,30,239.7
361,31,250.8
361,33,273.5
361,34,296.7
361,37,332.3
361,38,356.4
361,39,368.4
361,41,392.9
361,42,417.7
361,45,454.9
361,46,479.9
361,49,517.3
361,50,542.1
361,53,579.4
361,54,604.1
361,57,640.7
361,58,665
361,61,700.8
361,62,724.3
361,65,759
361,66,781.8
361,69,815.1
361,70,836.9
361,73,868.9
361,74,889.6
361,77,919.8
361,78,939.4
361,80,958.6
361,81,968
361,82,986.4
361,83,995.4
361,85,1013
361,86,1030.2
361,88,1046.8
361,89,1054.9
361,90,1070.8
361,92,1086.1
361,93,1093.5
361,94,1108.1
361,96,1122.2
361,97,1129
361,98,1142.2
361,99,1148.7
361,101,1161.1
361,102,1173
361,103,1178.8
361,105,1190
361,106,1200.6
361,108,1210.7
361,109,1215.5
361,110,1224.8
361,111,1229.4
361,113,1237.9
361,114,1246
361,115,1249.9
361,116,1253.6
361,117,1257.2
361,118,1264
361,119,1267.4
361,121,1273.4
361,122,1279.1
361,124,1284.3
361,125,1286.7
361,126,1291.3
361,127,1293.4
361,128,1295.4
361,129,1297.2
361,130,1300.6
361,132,1303.6
361,133,1304.9
361,134,1307.3
361,135,1308.3
361,137,1310.1
361,138,1311.4
361,140,1312.4
361,141,1312.7
361,142,1313.1
361,143,1313.2
375,0,0
375,1,0
375,3,1.8
375,4,3.1
375,5,4.7
375,6,9.1
375,7,11.8
375,8,14.9
375,9,18.4
375,10,26.3
375,11,30.8
375,12,35.6
375,13,40.8
375,14,52
375,15,58
375,16,64.4
375,17,71
375,18,85
375,19,92.5
375,20,100.2
375,21,108.1
375,22,124.5
375,24,141.8
375,25,150.9
375,26,169.2
375,29,198
375,30,217.9
375,31,228
375,33,248.7
375,34,269.7
375,37,302.1
375,38,323.9
375,41,357.2
375,42,379.7
375,45,413.5
375,46,436.3
375,49,470.2
375,50,492.9
375,53,526.8
375,54,549.1
375,55,560.4
375,57,582.5
375,58,604.5
375,59,615.5
375,61,637.1
375,62,658.4
375,65,690
375,66,710.7
375,69,741
375,70,760.8
375,73,789.9
375,74,808.7
375,77,836.2
375,78,854
375,81,880
375,82,896.7
375,84,913
375,85,920.9
375,86,936.5
375,88,951.7
375,89,959
375,90,973.4
375,91,980.5
375,93,994.2
375,94,1007.4
375,96,1020.2
375,97,1026.4
375,98,1038.4
375,99,1044.2
375,101,1055.5
375,102,1066.4
375,104,1076.8
375,105,1081.8
375,106,1091.5
375,108,1100.6
375,109,1105
375,110,1113.5
375,111,1117.6
375,112,1121.6
375,113,1125.4
375,114,1132.8
375,115,1136.3
375,116,1139.7
375,117,1142.9
375,118,1149.1
375,119,1152.1
375,120,1154.9
375,121,1157.6
375,122,1162.9
375,125,1169.8
375,126,1173.9
375,127,1175.8
375,128,1177.6
375,129,1179.3
375,130,1182.4
375,131,1183.8
375,132,1185.1
375,133,1186.3
375,134,1188.4
375,135,1189.4
375,137,1191
375,138,1192.2
375,139,1192.6
375,140,1193.1
375,141,1193.3
375,142,1193.7
375,143,1193.8
74,0,0
74,1,0
74,3,1.8
74,4,3.1
74,5,4.7
74,6,8.9
74,7,11.7
74,8,14.8
74,9,18.1
74,10,26
74,11,30.4
74,12,35.2
74,13,40.2
74,14,51.2
74,15,57.1
74,17,69.8
74,18,83.6
74,19,90.8
74,21,106.1
74,22,122.1
74,23,130.4
74,24,138.9
74,25,147.9
74,26,165.7
74,27,174.8
74,29,193.6
74,30,213
74,33,242.7
74,34,263.2
74,37,294.4
74,38,315.6
74,41,347.7
74,42,369.4
74,45,402.1
74,46,423.9
74,49,456.7
74,50,478.5
74,53,510.9
74,54,532.4
74,57,564.4
74,58,585.4
74,59,595.9
74,61,616.5
74,62,636.9
74,63,647.1
74,65,667
74,66,686.7
74,68,706.1
74,69,715.6
74,70,734.5
74,71,743.8
74,73,761.9
74,74,779.9
74,77,805.9
74,78,822.8
74,79,831.1
74,81,847.2
74,82,863
74,85,885.9
74,86,900.5
74,88,914.7
74,89,921.6
74,90,935.1
74,91,941.7
74,93,954.5
74,94,966.9
74,96,978.8
74,97,984.5
74,98,995.7
74,99,1001.2
74,101,1011.7
74,102,1021.7
74,104,1031.2
74,105,1035.8
74,106,1044.7
74,107,1048.9
74,108,1053.2
74,109,1057.2
74,110,1064.9
74,111,1068.6
74,112,1072.2
74,113,1075.7
74,114,1082.4
74,116,1088.6
74,117,1091.5
74,118,1097.1
74,119,1099.8
74,121,1104.8
74,122,1109.2
74,123,1111.4
74,124,1113.4
74,125,1115.3
74,126,1118.9
74,127,1120.5
74,128,1122
74,129,1123.4
74,130,1126
74,131,1127.2
74,132,1128.2
74,133,1129.3
74,134,1130.9
74,135,1131.6
74,137,1132.8
74,138,1133.5
74,139,1133.8
74,140,1134
74,142,1134.2
250,0,0
250,1,0
250,4,0.3
250,5,0.3
250,6,0.6
250,9,0.9
250,10,1.2
250,11,1.4
250,12,1.5
250,13,1.7
250,14,2
250,17,2.6
250,18,3
250,21,3.6
250,22,4
250,23,4.2
250,24,4.5
250,25,4.7
250,26,5.1
250,27,5.4
250,29,5.8
250,30,6.3
250,31,6.6
250,33,7
250,34,7.5
250,35,7.8
250,36,8
250,37,8.3
250,38,8.8
250,39,9.1
250,40,9.3
250,41,9.6
250,42,10.1
250,43,10.4
250,44,10.6
250,45,10.9
250,46,11.4
250,47,11.7
250,48,11.9
250,49,12.2
250,50,12.7
250,52,13.3
250,53,13.5
250,54,14.1
250,55,14.3
250,56,14.6
250,57,14.9
250,58,15.4
250,59,15.7
250,60,15.9
250,61,16.2
250,62,16.7
250,64,17.3
250,65,17.5
250,66,18
250,68,18.6
250,69,18.8
250,70,19.3
250,72,19.9
250,73,20.1
250,74,20.6
250,75,20.9
250,76,21.1
250,77,21.4
250,78,21.9
250,79,22.1
250,80,22.4
250,81,22.6
250,82,23.1
250,83,23.4
250,84,23.6
250,85,23.9
250,86,24.4
250,88,24.8
250,89,25.1
250,90,25.5
250,91,25.8
250,93,26.2
250,94,26.7
250,95,26.9
250,96,27.2
250,97,27.4
250,98,27.8
250,99,28.1
250,101,28.5
250,102,28.9
250,103,29.1
250,104,29.4
250,105,29.6
250,106,30
250,109,30.6
250,110,31
250,113,31.6
250,114,32
250,117,32.6
250,118,33
250,120,33.4
250,121,33.5
250,122,33.9
250,125,34.5
250,126,34.8
250,128,35.2
250,129,35.3
250,130,35.7
250,131,35.8
250,133,36.2
250,134,36.5
250,135,36.6
250,137,37
250,138,37.3
250,139,37.4
250,140,37.6
250,141,37.7
250,142,38
250,143,38.2
250,145,38.4
250,146,38.7
250,147,38.9
250,149,39.1
250,150,39.4
250,151,39.5
250,152,39.7
250,153,39.8
250,155,40.2
250,157,40.4
250,159,40.8
250,161,41
250,162,41.2
250,165,41.5
250,166,41.8
250,169,42.1
250,170,42.3
250,171,42.4
250,172,42.4
250,173,42.5
250,174,42.7
250,177,43
250,178,43.2
250,179,43.2
250,181,43.4
250,182,43.6
250,183,43.6
250,191,44.4
250,192,44.4
250,195,44.7
250,196,44.7
250,198,44.9
250,199,44.9
250,200,45
250,201,45
250,203,45.2
250,204,45.2
250,206,45.4
250,207,45.4
250,208,45.5
250,209,45.5
250,210,45.6
250,212,45.6
250,213,45.7
250,214,45.7
250,215,45.8
250,217,45.8
250,218,45.9
250,220,45.9
250,221,46
250,224,46
250,225,46.1
250,229,46.1
250,230,46.2
250,233,46.2
250,234,46.3
250,237,46.3
250,238,46.4
326,0,0
326,1,0
326,4,1.2
326,5,1.7
326,6,2.8
326,7,3.4
326,8,4.1
326,9,4.9
326,10,6.5
326,13,9.2
326,14,11.2
326,15,12.3
326,16,13.3
326,17,14.4
326,18,16.7
326,21,20.3
326,22,22.9
326,25,26.8
326,26,29.5
326,29,33.7
326,30,36.5
326,31,37.9
326,32,39.4
326,33,40.8
326,34,43.8
326,37,48.3
326,38,51.3
326,39,52.8
326,40,54.4
326,41,55.9
326,42,59
326,43,60.5
326,44,62.1
326,45,63.6
326,46,66.7
326,47,68.3
326,48,69.8
326,49,71.4
326,50,74.5
326,51,76.1
326,52,77.6
326,53,79.2
326,54,82.3
326,55,83.9
326,56,85.4
326,57,87
326,58,90.1
326,60,93.1
326,61,94.7
326,62,97.7
326,63,99.3
326,65,102.3
326,66,105.3
326,69,109.8
326,70,112.7
326,72,115.7
326,73,117.1
326,74,120
326,75,121.4
326,76,122.9
326,77,124.3
326,78,127.1
326,81,131.3
326,82,134
326,83,135.4
326,84,136.7
326,85,138.1
326,86,140.7
326,89,144.6
326,90,147.2
326,91,148.5
326,92,149.7
326,93,151
326,94,153.5
326,97,157.1
326,98,159.5
326,99,160.6
326,101,163
326,102,165.2
326,103,166.4
326,105,168.6
326,106,170.8
326,107,171.9
326,108,172.9
326,109,174
326,110,176.1
326,113,179.1
326,114,181.1
326,115,182.1
326,116,183
326,117,184
326,118,185.9
326,121,188.6
326,122,190.4
326,123,191.2
326,125,193
326,126,194.6
326,127,195.5
326,129,197.1
326,130,198.6
326,132,200.2
326,133,200.9
326,134,202.4
326,137,204.5
326,138,205.9
326,140,207.3
326,141,207.9
326,142,209.2
326,145,211
326,146,212.2
326,148,213.4
326,149,213.9
326,150,215
326,152,216
326,153,216.6
326,154,217.6
326,155,218
326,157,219
326,158,219.9
326,159,220.3
326,160,220.8
326,161,221.2
326,162,222
326,164,222.8
326,165,223.1
326,166,223.9
326,167,224.2
326,168,224.6
326,169,224.9
326,170,225.5
326,171,225.9
326,173,226.5
326,174,227
326,175,227.3
326,176,227.5
326,177,227.8
326,178,228.3
326,180,228.7
326,181,229
326,182,229.4
326,183,229.6
326,184,229.7
326,185,229.9
326,186,230.2
326,187,230.4
326,188,230.5
326,191,231.1
326,193,231.3
326,194,231.5
326,195,231.6
326,196,231.6
326,199,231.9
326,200,231.9
326,201,232
326,203,232
326,204,232.1
324,0,0
324,1,0
324,5,0.4
324,7,0.8
324,8,0.9
324,9,1.1
324,10,1.5
324,13,2.1
324,14,2.6
324,15,2.8
324,16,3.1
324,17,3.3
324,18,3.8
324,21,4.7
324,22,5.3
324,25,6.2
324,26,6.8
324,29,7.7
324,30,8.4
324,31,8.7
324,32,9.1
324,33,9.4
324,34,10.1
324,35,10.4
324,36,10.8
324,37,11.1
324,38,11.8
324,39,12.2
324,40,12.5
324,41,12.9
324,42,13.6
324,43,13.9
324,44,14.3
324,45,14.6
324,46,15.3
324,48,16.1
324,49,16.4
324,50,17.1
324,52,17.9
324,53,18.2
324,54,18.9
324,55,19.3
324,56,19.6
324,57,20
324,58,20.7
324,59,21.1
324,60,21.4
324,61,21.8
324,62,22.5
324,63,22.8
324,64,23.2
324,65,23.5
324,66,24.2
324,67,24.6
324,69,25.2
324,70,25.9
324,71,26.3
324,73,26.9
324,74,27.6
324,75,27.9
324,76,28.3
324,77,28.6
324,78,29.2
324,79,29.6
324,81,30.2
324,82,30.8
324,84,31.4
324,85,31.8
324,86,32.4
324,89,33.3
324,90,33.9
324,91,34.1
324,93,34.7
324,94,35.3
324,96,35.9
324,97,36.1
324,98,36.7
324,99,36.9
324,101,37.5
324,102,38
324,103,38.3
324,104,38.5
324,105,38.8
324,106,39.3
324,107,39.5
324,108,39.8
324,109,40
324,110,40.5
324,111,40.7
324,112,41
324,113,41.2
324,114,41.6
324,115,41.9
324,117,42.3
324,118,42.7
324,119,43
324,121,43.4
324,122,43.8
324,125,44.4
324,126,44.8
324,127,45
324,128,45.1
324,129,45.3
324,130,45.7
324,131,45.9
324,132,46
324,133,46.2
324,134,46.6
324,135,46.7
324,136,46.9
324,137,47
324,138,47.4
324,139,47.5
324,140,47.7
324,141,47.8
324,142,48.1
324,143,48.3
324,145,48.5
324,146,48.8
324,147,48.9
324,148,49.1
324,149,49.2
324,151,49.6
324,153,49.8
324,154,50
324,155,50.1
324,156,50.3
324,157,50.4
324,158,50.6
324,161,50.9
324,162,51.1
324,163,51.1
324,165,51.3
324,166,51.5
324,168,51.7
324,169,51.7
324,170,51.9
324,171,51.9
324,175,52.3
324,176,52.3
324,179,52.6
324,180,52.6
324,182,52.8
324,184,52.8
324,186,53
324,188,53
324,189,53.1
324,191,53.1
324,192,53.2
324,194,53.2
324,195,53.3
324,200,53.3
324,201,53.4
323,0,0
323,1,0
323,5,0.4
323,6,0.7
323,9,1.3
323,10,1.7
323,11,1.9
323,12,2.2
323,13,2.4
323,14,2.9
323,17,3.8
323,18,4.3
323,19,4.7
323,21,5.3
323,22,5.9
323,23,6.3
323,24,6.6
323,25,7
323,26,7.7
323,27,8
323,29,8.8
323,30,9.5
323,31,9.9
323,32,10.2
323,33,10.6
323,34,11.4
323,37,12.6
323,38,13.3
323,41,14.5
323,42,15.3
323,45,16.5
323,46,17.3
323,47,17.8
323,49,18.6
323,50,19.4
323,53,20.6
323,54,21.4
323,57,22.6
323,58,23.4
323,61,24.6
323,62,25.4
323,65,26.6
323,66,27.4
323,68,28.2
323,69,28.5
323,70,29.3
323,72,30.1
323,73,30.4
323,74,31.2
323,75,31.6
323,76,31.9
323,77,32.3
323,78,33
323,80,33.8
323,81,34.1
323,82,34.8
323,83,35.2
323,84,35.5
323,85,35.9
323,86,36.6
323,87,36.9
323,88,37.3
323,89,37.6
323,90,38.3
323,92,38.9
323,93,39.3
323,94,39.9
323,97,40.8
323,98,41.5
323,101,42.4
323,102,43
323,103,43.3
323,104,43.5
323,105,43.8
323,106,44.4
323,108,45
323,109,45.2
323,110,45.8
323,111,46
323,113,46.6
323,114,47.1
323,115,47.3
323,116,47.6
323,117,47.8
323,118,48.3
323,119,48.6
323,121,49
323,122,49.5
323,124,49.9
323,125,50.2
323,126,50.6
323,129,51.2
323,130,51.6
323,133,52.2
323,134,52.6
323,137,53.2
323,138,53.5
323,141,54.1
323,142,54.4
323,143,54.6
323,144,54.7
323,145,54.9
323,146,55.2
323,147,55.3
323,148,55.5
323,149,55.6
323,150,55.9
323,151,56
323,152,56.2
323,153,56.3
323,154,56.6
323,157,56.9
323,158,57.2
323,161,57.5
323,162,57.7
323,165,58
323,166,58.2
323,176,59.2
323,177,59.2
323,178,59.4
323,179,59.4
323,180,59.5
323,181,59.5
323,183,59.7
323,184,59.7
323,186,59.9
323,188,59.9
323,189,60
323,190,60
323,191,60.1
323,193,60.1
323,194,60.2
323,197,60.2
323,198,60.3
175,0,0
175,1,0
175,4,0.6
175,5,1
175,6,1.9
175,8,3.1
175,9,3.8
175,10,5.5
175,11,6.4
175,13,8.4
175,14,10.7
175,17,14.6
175,18,17.5
175,19,19
175,21,22.2
175,22,25.5
175,23,27.3
175,24,29
175,25,30.9
175,26,34.6
175,27,36.5
175,28,38.5
175,29,40.4
175,30,44.4
175,32,48.6
175,33,50.6
175,34,54.9
175,35,57
175,37,61.4
175,38,65.8
175,40,70.2
175,41,72.5
175,42,77
175,43,79.2
175,44,81.5
175,45,83.7
175,46,88.3
175,47,90.5
175,49,95.1
175,50,99.6
175,51,101.8
175,52,104.1
175,53,106.3
175,54,110.8
175,57,117.4
175,58,121.7
175,60,126.1
175,61,128.2
175,62,132.4
175,65,138.7
175,66,142.7
175,69,148.7
175,70,152.6
175,73,158.3
175,74,162
175,77,167.4
175,78,170.9
175,80,174.3
175,81,175.9
175,82,179.2
175,84,182.4
175,85,183.9
175,86,186.9
175,88,189.9
175,89,191.3
175,90,194.1
175,91,195.4
175,92,196.8
175,93,198.1
175,94,200.6
175,95,201.9
175,97,204.3
175,98,206.6
175,101,209.9
175,102,212
175,103,212.9
175,105,214.9
175,106,216.7
175,107,217.6
175,108,218.4
175,109,219.3
175,110,220.9
175,111,221.6
175,112,222.4
175,113,223.1
175,114,224.5
175,115,225.1
175,116,225.8
175,117,226.4
175,118,227.5
175,119,228
175,120,228.6
175,121,229.1
175,122,230
175,125,231.2
175,126,232
175,129,232.9
175,130,233.4
175,131,233.7
175,133,234.1
175,134,234.4
175,135,234.6
175,137,234.8
175,138,235
175,140,235
175,141,235.1
382,0,0
382,1,0
382,3,2.8
382,4,4.8
382,5,7.3
382,6,14.2
382,7,18.5
382,8,23.4
382,9,28.8
382,10,41.3
382,11,48.4
382,12,56.1
382,13,64.2
382,14,81.9
382,15,91.5
382,16,101.6
382,17,112.1
382,18,134.4
382,19,146.1
382,21,170.8
382,22,196.9
382,24,224.2
382,25,238.7
382,26,267.7
382,27,282.5
382,29,313
382,30,344.4
382,33,392.9
382,34,426.1
382,37,476.9
382,38,511.3
382,41,563.5
382,42,598.5
382,45,651.4
382,46,686.8
382,49,739.7
382,50,774.8
382,53,827.2
382,54,861.9
382,57,913.3
382,58,947.1
382,61,997
